/*Number of Nodes*/
60
/*The Depot*/
26.16033777618272 15.32029977560142 depot
/*The Locations (x_coor y_coor name)*/
41.17472259727294 42.82377914323875 loc1
27.57659290277326 19.78233520933246 loc2
14.22262202593154 39.79677372526951 loc3
34.66046286426405 32.36081114163794 loc4
35.44683843222401 14.20815015885011 loc5
25.07980584608466 41.01995584448992 loc6
14.20388151189611 45.90842527230927 loc7
46.91395316107168 19.55081190768163 loc8
37.11341717567812 17.03960413884576 loc9
20.87540801063295 39.64060768795942 loc10
5.026371395107454 10.97437014635487 loc11
40.23547984872611 36.14008972430234 loc12
41.43082637316117 15.91729509613346 loc13
30.91743166580317 36.3909452151455 loc14
22.3882766974831 38.24657699143486 loc15
44.67069384467564 25.79122667725507 loc16
31.74366542153649 38.35535760556051 loc17
25.37948142145075 12.01942754083498 loc18
43.24354651958951 1.962608010824596 loc19
22.07306320622186 13.17090376437612 loc20
40.31098252223342 6.336900604340789 loc21
14.37671186884232 9.400884109322687 loc22
48.33097691802773 27.53689253009854 loc23
27.19249121018809 31.70873717535068 loc24
38.35508988785155 17.22383162831778 loc25
44.7562230229694 27.06816337802191 loc26
12.61620491795574 36.21246526164712 loc27
4.561201981406793 39.5882633058036 loc28
0.8879770660253861 46.78755542188728 loc29
11.81583169407375 29.01759683624327 loc30
12.48146074731819 31.40034896154567 loc31
32.54899588105841 31.44267918768615 loc32
49.43030355829872 4.38939924579555 loc33
3.307667685837007 9.740596096063808 loc34
28.74389373538233 17.09027961629501 loc35
33.50247536236679 33.44948121812967 loc36
38.32102476212531 32.82182473786504 loc37
38.13135337774595 4.339204408017306 loc38
46.29485397768286 29.50891480975518 loc39
48.82834966967348 11.24480610885085 loc40
31.61796299300313 45.33536592354134 loc41
29.76372916100015 6.654940200556298 loc42
17.51028884151976 24.66836934828925 loc43
36.91156921890336 39.46572657658363 loc44
5.452891366723566 40.16274718502658 loc45
30.99361866605832 26.59670178543343 loc46
48.09953938027586 43.20278775381711 loc47
5.226699789438005 16.7955837645673 loc48
3.590639085799874 24.16183880412859 loc49
38.01195201139518 31.14116172306024 loc50
4.951104528936733 37.07802052787758 loc51
33.75059195768193 15.27968377799103 loc52
25.21401616806326 32.46059117627044 loc53
39.4042280995216 33.92327066185673 loc54
48.76364537826157 1.828523649683461 loc55
48.33603209096773 10.38219721429926 loc56
31.5308713735556 7.518370569381277 loc57
30.99521195922704 25.8848921234362 loc58
45.50174708666045 7.256209281737847 loc59
