/*Number of Nodes*/
50
/*The Depot*/
3.032311096395862 18.92459656057058 depot
/*The Locations (x_coor y_coor name)*/
22.91827375557244 31.29146596434152 loc1
47.38245580446165 14.25065931711428 loc2
34.03795921843829 7.056387851014173 loc3
45.77425867900127 49.95476727751667 loc4
10.23715380382545 48.77581395272231 loc5
31.6029034018777 18.56089919188593 loc6
42.95663455987089 18.51626515453313 loc7
10.86837632895624 46.60711633973901 loc8
8.877083360309134 48.63621139083251 loc9
39.87732485559177 7.746849861091126 loc10
46.51120420816766 8.446110966441461 loc11
15.09569200603323 32.22886707114514 loc12
28.16731442684845 6.338662793460504 loc13
31.92300861522067 49.49116976669577 loc14
24.85567327282115 38.22599529313544 loc15
33.35846767465169 5.684734951275294 loc16
6.285454924769351 30.61992606088759 loc17
17.20353275909684 37.93205505448485 loc18
39.52972902006229 30.1089800687656 loc19
39.77405578343325 39.57864195989291 loc20
19.15902668012723 44.57995673383498 loc21
0.4602531655930386 18.2111832855715 loc22
39.99957041931822 6.907656534708623 loc23
30.76124392321388 49.73566689469745 loc24
13.97007709461911 2.909074855318877 loc25
35.10351387796 27.36346946012387 loc26
30.52473120128117 31.92777064085366 loc27
48.09757406951964 13.10209437541315 loc28
41.9071391420019 21.08138618221759 loc29
1.588691080861071 43.16877438237077 loc30
20.79349650645231 42.06433799137635 loc31
2.232865991610239 4.481106713937988 loc32
38.61625131651714 32.66983584552508 loc33
25.33046882438773 25.12849297199374 loc34
25.86371863097787 12.12730794003252 loc35
11.90744551835109 20.19597187078142 loc36
38.1363794022238 27.30206178242008 loc37
38.75376252315633 29.64529153622103 loc38
23.3103186651869 40.36194205036311 loc39
49.25019818089718 3.776436991687671 loc40
2.874202236585532 12.36192365675431 loc41
43.30717173085205 32.653472801101 loc42
20.38943920870295 18.72425307485031 loc43
39.54457100236075 45.47085252293136 loc44
49.371547860127 30.54299560048154 loc45
0.913843470092135 1.275610230490415 loc46
11.99669482962459 48.03773835585751 loc47
43.78711067675159 8.166221483773883 loc48
29.57742089130629 22.62715445897706 loc49
