/*Number of Nodes*/
50
/*The Depot*/
21.94514264892747 48.42376660602513 depot
/*The Locations (x_coor y_coor name)*/
33.93894131898447 43.15128453335513 loc1
24.32756310723916 34.23453854603879 loc2
0.9072689286970914 26.55241805731518 loc3
20.17091897703618 36.60337465526545 loc4
44.50759279182699 48.04730154085454 loc5
20.42144096487031 23.41257093451845 loc6
6.520887464907588 31.74477500627105 loc7
35.88648228820051 12.03120299673655 loc8
37.11212189200614 1.91763254527923 loc9
28.92876216651529 24.75408005009861 loc10
22.09574333353069 44.98697543013441 loc11
12.61449281014706 3.620117340491596 loc12
4.200230148309513 44.69115687457938 loc13
34.31269801820996 43.81054729996657 loc14
14.16631689862028 26.80089053068767 loc15
27.33481589754557 44.00838978946061 loc16
3.135716446873454 37.01406582452665 loc17
25.55777639400827 4.523276788300606 loc18
30.62934410080809 13.89824636990888 loc19
4.847115370255805 15.13701291641246 loc20
24.6408292457537 42.61391892256148 loc21
30.50670472132211 15.72773282907707 loc22
6.42745049643822 35.63997384107023 loc23
44.59408852398597 25.10339780752875 loc24
15.58897452309681 23.1339168413109 loc25
34.17558678633966 27.39626585698471 loc26
48.74054281039403 1.25158758223029 loc27
38.44370479477816 43.06926313313069 loc28
44.55157899801471 25.287494265405 loc29
10.60392861672938 35.53042461069 loc30
16.76904751239891 2.145847148279739 loc31
45.92705405386079 3.098403203944716 loc32
33.79399325546245 33.17691743255742 loc33
44.46556241883899 28.51444642827177 loc34
2.20083380157271 12.44196705195959 loc35
44.26925460413246 27.5522297510456 loc36
26.97524727813743 28.92506601702261 loc37
9.352241451432736 4.168365189286883 loc38
13.51467842152226 12.85335271574355 loc39
11.24814080099305 40.83112252025168 loc40
10.86131624266972 24.64982874164151 loc41
43.67675303067299 48.84754459303041 loc42
2.431857915592717 24.21188723001556 loc43
10.07232750659182 31.11130614176053 loc44
27.12857070921831 48.03132191904944 loc45
36.97954160533655 25.25694440248977 loc46
1.150416874771099 9.642891394872798 loc47
33.38381094562583 48.36240009678987 loc48
35.75973632434643 7.555549367379482 loc49
