/*Number of Nodes*/
100
/*The Depot*/
8.204093951518999 4.023422280076138 depot
/*The Locations (x_coor y_coor name)*/
23.75000033128316 48.338024044343 loc1
3.204353571570123 7.257404186356364 loc2
0.7534712831905988 1.642003878984261 loc3
20.41113239268814 38.28004233442487 loc4
45.09444045647331 4.694071704194425 loc5
26.87544302462241 30.83449134959329 loc6
1.441204727682877 17.98436152682389 loc7
22.95829992293473 20.19738872241834 loc8
6.560851258671841 13.51399075566269 loc9
29.25765494909662 30.24576511257438 loc10
19.07024527419146 16.56341456000042 loc11
3.646439708649762 38.80788908631354 loc12
1.569240211104256 6.663667991754208 loc13
34.91870532170947 42.89572165692721 loc14
36.38976569155997 34.84456620462102 loc15
34.05292601762461 15.11115343851591 loc16
10.99534716455732 23.24449113670079 loc17
23.64216015069497 12.4208072011768 loc18
24.80239662634033 43.98688445000757 loc19
27.34736534920439 20.01378169084586 loc20
45.33222890573014 33.08085753516806 loc21
32.80742821783726 21.98204845769899 loc22
17.77853395853993 35.75764405509817 loc23
30.50102826142105 14.51928587887262 loc24
19.14473757308924 39.73372168421287 loc25
41.59294135197527 2.33356928945091 loc26
31.48668071983878 12.79339194712444 loc27
1.158710055611589 27.47031609739022 loc28
7.172314127097196 27.3513656754644 loc29
35.5777915938172 4.939297248831165 loc30
44.9084624580892 0.897467810328817 loc31
2.725289018207289 44.06600182435003 loc32
31.82971570338394 16.46610512530074 loc33
25.84159252575116 10.63813160304658 loc34
19.71650598717086 11.79255888400342 loc35
1.840138817815629 41.36280857459936 loc36
20.77003513422067 44.97347940860945 loc37
38.06579971625783 5.746268407667444 loc38
40.52757146592413 20.26954422857862 loc39
9.208420779948788 29.49358387901664 loc40
42.10740014215565 12.60466325092535 loc41
14.02181028860029 30.00747940489491 loc42
10.10467266667115 49.52285468610796 loc43
10.11581605499821 8.062156002604571 loc44
6.887305550348305 19.77518941994492 loc45
31.36857486863623 29.51698031076081 loc46
40.14246967473169 37.19811404754943 loc47
13.0929245371027 49.91315359903354 loc48
8.402625884841752 1.40964923844189 loc49
3.578660874707618 19.2636335855598 loc50
24.53300933048121 46.98973330272605 loc51
15.38367912183508 31.13478845280856 loc52
25.2201303431691 44.46854161450777 loc53
17.7433948094687 25.24524819825689 loc54
0.8509305700341474 38.10254431129596 loc55
13.68264909765182 27.84320716151611 loc56
18.35269983367659 1.15947221221957 loc57
26.11336059783548 49.06652554638547 loc58
16.78621087436414 29.24213372968848 loc59
49.24134989425052 48.75162934658406 loc60
20.45291865144407 27.49201776075657 loc61
12.66363437762937 22.08741767333231 loc62
3.272525953829724 37.2135014028411 loc63
10.15000524862558 19.0158773136555 loc64
11.2228854291931 46.38375995145957 loc65
47.34061377335929 39.15066944913004 loc66
17.95459568366163 15.06884167971099 loc67
35.98943977857942 2.373994678101488 loc68
25.89840207500246 45.78393391107644 loc69
25.85504961463044 42.91629246909095 loc70
9.396122204516411 14.97630712005549 loc71
22.84844944621129 15.99476185333672 loc72
17.87906106298167 44.46839851037464 loc73
12.38106835235097 4.80662778082927 loc74
44.23490804693505 40.15142513577229 loc75
9.267374759794206 20.82943244608188 loc76
35.95355674934927 11.35502167837829 loc77
30.08277928916607 36.84093292012079 loc78
11.2019832474505 21.50779079672789 loc79
28.87219083475884 33.71031804272582 loc80
39.61904233560446 4.666560399412178 loc81
28.3946602821448 46.96111727349648 loc82
43.50140756886062 7.387928674413824 loc83
21.68343450584408 38.64477723207072 loc84
21.3020875925338 22.82480538398812 loc85
16.9676872116209 24.93094534636969 loc86
22.1882753655722 0.4442850134049103 loc87
46.45355078747384 45.31450408090794 loc88
47.44637509969927 23.28635094143475 loc89
15.23418995030585 37.95657742379666 loc90
8.466578479384085 10.70930803056764 loc91
17.4613003845281 3.574995287627286 loc92
9.948654976982363 25.02799722723348 loc93
22.85468395456365 9.023685307576596 loc94
1.782702459572333 26.60907206744841 loc95
28.6922561751794 29.38986546648707 loc96
19.18848436790418 26.48420621366875 loc97
43.04181037092641 42.76383265131754 loc98
26.5208087538206 13.35844076247287 loc99
