/*Number of Nodes*/
40
/*The Depot*/
23.66328358904618 32.85909208208652 depot
/*The Locations (x_coor y_coor name)*/
0.48156782198831016 11.51428591200464 loc1
10.001129559323708 35.502142977373246 loc2
3.452815540061438 23.5195193390815 loc3
13.826922831348204 46.426769388530865 loc4
44.2098877288846 32.37710024930341 loc5
40.69465491962495 2.4719897999877505 loc6
41.35220696918873 29.69999890179409 loc7
36.27515865638048 48.453274916625936 loc8
13.483370449678795 2.15892803865968 loc9
21.921007584477643 3.5440080956291253 loc10
5.434175808394564 44.49469752770522 loc11
43.18513858434282 14.651761422360194 loc12
0.4487596121244941 43.40404167688515 loc13
25.86438323951859 23.764991013679843 loc14
7.4502456270537305 29.391690383638704 loc15
36.012592691269305 0.7457495359935562 loc16
14.30327921027299 6.395960663790129 loc17
22.17833912631174 23.288233019379234 loc18
24.043834198489623 10.87880118802882 loc19
39.981770222996325 5.446518965385083 loc20
17.937491273934448 18.60660256448254 loc21
38.33580746463552 16.807688849723746 loc22
26.5258653738409 26.075473190839727 loc23
4.2327402906704 36.36366534581732 loc24
21.354955106890994 30.233962225726334 loc25
28.050470973863963 23.52245642261797 loc26
37.36924790885129 44.236078505830285 loc27
43.662291386093365 29.958289584956816 loc28
43.86126764324918 8.567495147613757 loc29
17.69771192483781 6.26683081188138 loc30
3.3806336960620853 37.485635014532164 loc31
16.537189623399385 16.80045605649291 loc32
27.841883625524687 0.8446476666601199 loc33
42.05183177063299 30.781682829408265 loc34
49.994620852326676 29.817066463377245 loc35
12.363581487339859 24.541936559067572 loc36
22.368909158531263 15.285004899747957 loc37
22.618030587308123 11.401114962527492 loc38
33.945715502008326 4.8769317351680055 loc39
