/*Number of Nodes*/
70
/*The Depot*/
9.580243205431255 34.44374246231857 depot
/*The Locations (x_coor y_coor name)*/
9.927535097974916 7.407709322789469 loc1
4.447268260731619 23.8319046213729 loc2
30.1628368350829 26.81949209290398 loc3
19.53317550797541 35.62290696616278 loc4
0.9400751162317311 3.044578938768788 loc5
39.24331892537774 19.61544475509969 loc6
43.48209644460693 40.78117589191568 loc7
7.378848139701327 31.38551173386313 loc8
1.421040175190735 12.46476736720741 loc9
47.85630352038488 42.56785797867255 loc10
5.476132930430023 24.78926305879703 loc11
18.14745411252851 6.510863354744628 loc12
10.14310338060404 13.86485068172534 loc13
17.43827547297207 14.90079491695395 loc14
14.19190406760443 21.4067956755491 loc15
43.89918485903419 21.72592676802206 loc16
46.66705375475494 34.23553834292401 loc17
48.9048545530889 31.12744410247878 loc18
27.13753276427561 7.644321587759867 loc19
38.97745814816346 45.61707285253579 loc20
6.564275809547643 24.22998149893318 loc21
35.41411147942494 46.57605323524889 loc22
15.18847544231628 0.05440296651066934 loc23
46.89776432961047 18.44068535029087 loc24
48.81369309861173 21.99999209959518 loc25
3.893171909065829 37.97365929953521 loc26
43.14311453596616 24.77894959220891 loc27
35.17614014112608 40.92745075754709 loc28
16.13237544102515 41.33855375340784 loc29
39.94319420590122 26.10863712086891 loc30
26.30075340987913 36.92681810653325 loc31
40.14044405598149 31.56868558724653 loc32
30.68744862921918 8.493814134064891 loc33
40.64627742954003 22.00248989663902 loc34
36.78374641227857 41.2347045612599 loc35
30.23902295854254 18.72994344293555 loc36
29.84603144386494 25.7500675898832 loc37
3.196950972724288 4.534334463057066 loc38
16.1111477093741 28.45152341672565 loc39
45.64219903427885 9.074305526556648 loc40
44.30089761544964 26.70541081125618 loc41
21.1388411704327 11.22087126927614 loc42
42.57277785814536 25.83973024354448 loc43
45.31930698092832 42.70094322353794 loc44
22.15740957133005 10.91166426585934 loc45
9.913404237170869 16.99638483284808 loc46
28.02871476070795 0.9812900718531747 loc47
14.02054423795363 7.633199789905531 loc48
47.22862165124021 34.94184985944117 loc49
10.73964867529489 47.13977678277436 loc50
19.58648892709485 4.695818077193542 loc51
2.221358020359043 7.59061557411409 loc52
28.09926744028649 19.91997026315482 loc53
2.9080639227829 9.812469686190529 loc54
19.96958550810041 6.765129181359219 loc55
42.99533690331906 15.19450643680439 loc56
46.50434837764774 7.200237020602662 loc57
35.43146815416021 45.56618921685486 loc58
24.70245614416481 33.05428743231221 loc59
9.734793727012574 0.5191236583518333 loc60
4.822580837501967 44.0127349389302 loc61
8.156835073229651 20.15958254833434 loc62
37.39680726978001 12.7655779479553 loc63
31.07834940239608 10.41302997814775 loc64
35.11393821230076 13.41200649659325 loc65
2.273202570584965 49.37874475185364 loc66
3.239719101259925 12.82680769493514 loc67
1.411108153801366 14.21763146555261 loc68
22.24858013844821 13.41888585026588 loc69
