/*Number of Nodes*/
100
/*The Depot*/
47.20715376253639 30.62964711477078 depot
/*The Locations (x_coor y_coor name)*/
8.675517027759017 41.23266483186411 loc1
5.911300390010821 35.8974286666982 loc2
0.1641025206154945 11.65048990420435 loc3
0.3674573220283417 9.948903721871405 loc4
41.45945915492818 7.809766807656954 loc5
12.99153531667939 12.28922691014103 loc6
47.64525729479973 17.12046349346111 loc7
43.36078570303825 17.47022761474393 loc8
39.88227746601724 43.27642623099995 loc9
22.29479651135155 15.81543677071741 loc10
28.54242565436354 6.078307988215087 loc11
20.04487142990072 0.9499259178275321 loc12
2.896226178872547 8.327492226342791 loc13
48.72207388029788 18.26320971561999 loc14
14.02685015807947 36.53852292584259 loc15
6.585209913944167 0.8501279579687659 loc16
3.732598141643756 3.147256280724586 loc17
33.98656089581212 3.176193910798003 loc18
19.65322275741788 17.07532123812875 loc19
9.224249659244233 6.638657095082151 loc20
26.99170900471091 30.498279771973 loc21
9.454533325510628 28.92923647060911 loc22
42.86636162514478 18.8313596428158 loc23
1.04925896297311 45.50250224037098 loc24
38.86524501009722 18.33617559298592 loc25
13.16143591360329 12.6923040917481 loc26
43.88992993310146 42.65102088527385 loc27
13.86139141706162 11.04608087077138 loc28
25.85016450145507 24.32711760276873 loc29
6.47285650056581 12.19277598199816 loc30
34.04039441139977 40.74834162138353 loc31
40.41535329581782 43.11964811990612 loc32
19.1434931338225 16.25556650383097 loc33
7.016131992237029 30.09165853128957 loc34
2.372902708044117 15.41367200837971 loc35
47.68420595393884 46.4593967840583 loc36
14.63444911460613 12.33238623395883 loc37
8.468667249960415 20.80515998982656 loc38
30.35200498230856 40.81117149535783 loc39
36.08429953006386 3.049244245975341 loc40
35.52875723053572 37.02007585034158 loc41
39.34558231186799 2.311331993784843 loc42
44.29119705752128 33.45982397874359 loc43
20.93259568423989 16.08752032420473 loc44
44.65550077362008 29.89992826733426 loc45
28.39741875830158 42.76314808122447 loc46
24.12637943521629 43.60411953830848 loc47
31.7767558171191 27.02409525376574 loc48
36.01113952913803 21.18611418692798 loc49
2.058301917371636 26.74213702190391 loc50
31.18364782736369 20.59480117536329 loc51
28.13245705806913 6.144175330839391 loc52
15.49423153368385 35.86143332905243 loc53
37.56165875339629 34.9489940539947 loc54
40.99149027448426 21.33666597406222 loc55
40.28572175638907 46.96393190197338 loc56
20.98361921673827 17.24140404773501 loc57
44.8652984044019 41.32584196525385 loc58
13.46254837216989 33.99585374156855 loc59
42.0835326151291 33.9792241674268 loc60
30.71056239504043 46.885857891429 loc61
47.92102740573163 38.93757760858345 loc62
12.34015583251762 8.608824445975372 loc63
6.509593677958103 21.23047233118446 loc64
32.44308418117253 7.984338234240801 loc65
16.24460789686449 42.17737086571431 loc66
10.36751521755127 13.02999159386777 loc67
16.45367109586433 29.14410432017774 loc68
22.89888568789336 47.70097626348929 loc69
14.5885513331902 0.1473409829171268 loc70
28.80197856218704 35.1694544309462 loc71
16.61799208262784 48.8693173896554 loc72
23.17524044489054 46.53723568573118 loc73
28.52001818599608 33.53007226163574 loc74
21.08810595921872 13.43991915668193 loc75
13.59597243447297 1.192595297601423 loc76
17.23485095148254 20.69107918195202 loc77
25.56476059053719 33.06123930823159 loc78
11.97773607180415 0.1993451459780415 loc79
21.97686962781862 6.972107951448753 loc80
13.51229486840021 24.17657922228593 loc81
26.98632238633546 17.95566670035983 loc82
41.19763553541291 35.49059681140666 loc83
22.09265750019924 35.2614342537869 loc84
26.19829467303396 7.339019047577472 loc85
10.70930266581373 37.25014147901149 loc86
9.341159480356598 4.066756101439889 loc87
39.33064612922364 21.21504073576253 loc88
48.48970362512539 19.23864650327761 loc89
30.20776386843125 46.07904174693666 loc90
40.99993520638807 36.299853790992 loc91
29.14461324574083 40.48189427159409 loc92
10.78037415941663 43.36145993202383 loc93
21.57765442558077 38.178729351569 loc94
20.96032383017747 46.0646553378121 loc95
13.68183743311996 22.71859047725678 loc96
27.13375439681984 15.58414459024742 loc97
29.99316838129106 9.21507282532597 loc98
12.69391255554262 27.18112703472523 loc99
