/*Number of Nodes*/
60
/*The Depot*/
0.4047485288668495 39.72924850560964 depot
/*The Locations (x_coor y_coor name)*/
44.26282142083001 45.45231856062739 loc1
21.5767151622597 8.775560278424177 loc2
49.67208774115179 42.55378044523232 loc3
36.58182088003097 4.131535134233378 loc4
7.876999236371191 11.31555910116764 loc5
8.726226871628961 10.43821141242548 loc6
26.33543255465831 35.02903078612846 loc7
18.28747028109867 36.08241123564942 loc8
25.19275345774425 25.14632447839487 loc9
24.24629129402365 20.65235210931409 loc10
5.637847911149397 36.61405847088915 loc11
30.43218324089701 42.78976144874981 loc12
42.6962277574783 39.64596137234079 loc13
39.62040816618661 43.45581905875976 loc14
45.61459113473753 29.42066877836533 loc15
4.577355389389137 21.7157372018716 loc16
7.639923011569416 14.61159440427134 loc17
43.6200933925297 37.87504988465701 loc18
4.893810621009564 10.74264710523817 loc19
14.61035554963083 33.21963085871278 loc20
11.53334056739065 29.17850740551383 loc21
29.40595142536202 23.68662098780346 loc22
10.95421776498264 34.42192460578394 loc23
4.519241535697249 14.37838540132082 loc24
49.25590903170311 1.413010353378719 loc25
37.93604029485351 18.2566610105311 loc26
20.88469670330657 27.88682045564243 loc27
42.46691572763599 12.43139167920488 loc28
46.70845560432373 7.547767282062018 loc29
40.17976417375866 31.7522055588949 loc30
14.80611604652147 32.15888038174911 loc31
22.83827306868861 47.43254100498456 loc32
46.98047593628002 38.39012317828865 loc33
7.152330721986921 8.930843098693769 loc34
32.99413175729774 38.18592028150326 loc35
24.11388628975273 34.73534984189497 loc36
25.89920522139533 20.06925808922178 loc37
30.3660773675592 44.24156568104633 loc38
35.99521603094693 0.3490610109106229 loc39
7.523195460591947 43.34285569877387 loc40
27.09004946836551 3.667764509181564 loc41
9.541098009993366 36.16716226600011 loc42
41.15104591639214 43.58887534333009 loc43
37.92987250430326 47.82987220478664 loc44
36.81260963800712 27.40782280853468 loc45
25.73298781767296 11.86097316168877 loc46
32.46349490775773 2.560070054782326 loc47
34.35322106040278 41.09666555966749 loc48
11.47748979989644 24.38687744020511 loc49
1.666553821886307 45.85198084851648 loc50
47.8217476142629 23.12614502664275 loc51
37.09888559957405 23.17223311672363 loc52
12.75098460786269 2.157680743259116 loc53
30.35230287588388 11.78040218692547 loc54
47.10047790612229 45.56840284166673 loc55
25.10866252192629 33.15199470392387 loc56
25.229890450501 5.726085875433279 loc57
35.35060944202421 19.4910612021271 loc58
43.90558462930305 18.34608736302831 loc59
