/*Number of Nodes*/
100
/*The Depot*/
21.58582527837479 31.20255615573301 depot
/*The Locations (x_coor y_coor name)*/
15.91538843280045 29.06040472852282 loc1
36.01862950801781 44.75458522304187 loc2
26.28932843988989 14.96851557627698 loc3
21.32704962644506 48.83795321893852 loc4
47.56267359984216 38.56595749714506 loc5
31.67537458583439 25.43515759501111 loc6
41.63722499869715 44.51824344560836 loc7
11.85755577684989 39.64168421436399 loc8
21.95715896800678 39.58415978440524 loc9
30.34320540877833 2.243143212747406 loc10
38.0723810548802 29.37963143940479 loc11
18.93387231687367 46.01523224430591 loc12
42.48809684328825 37.65259429555933 loc13
38.15925150301326 37.54205199616911 loc14
40.64921805293636 13.29457479121649 loc15
37.35980883907565 2.54341537717262 loc16
26.37136608575667 47.95319114334541 loc17
0.9242086221071089 8.650364563836217 loc18
33.50465948113872 10.53681360370181 loc19
38.98146112307791 2.05859327989929 loc20
44.53838135681774 27.90998035189051 loc21
29.65531994165939 0.7660619066104657 loc22
6.157979377760009 1.535050683467226 loc23
9.967151988340589 21.37371960345353 loc24
31.79582967265873 33.85369717824336 loc25
24.18877229160049 2.195312143868478 loc26
6.465342240349786 36.5789802335978 loc27
32.28773694254081 23.40944981715094 loc28
23.75661282347288 5.967342501148631 loc29
43.82374400894943 19.7564311331143 loc30
36.25668093233796 11.80921181726074 loc31
28.02789521362396 45.84278641887873 loc32
16.41550082009314 16.35773187451164 loc33
47.11825545327672 6.146587955426458 loc34
15.55008332899457 33.15870257791357 loc35
40.46497103381262 6.609476939944386 loc36
7.124714743890159 48.65452103759347 loc37
16.09259472095458 33.0803094871255 loc38
13.66199378252782 22.21965190507824 loc39
6.002692295422424 2.579511888613889 loc40
40.44602284552681 12.74282449497626 loc41
33.37169672064342 36.39177167990825 loc42
14.43288745177002 29.41870317239501 loc43
40.19783453966045 33.32202385647714 loc44
43.4842565440061 17.83467127623628 loc45
10.3432262750671 5.286920819425917 loc46
40.89735108695073 13.20047729347759 loc47
26.50405431867565 0.2290972912341482 loc48
12.59387537154638 22.04030767667404 loc49
10.61043388526356 18.39909201179507 loc50
38.90895798347716 26.23787329019774 loc51
6.970824306753364 36.95063979873122 loc52
6.402215720361021 24.95367251831836 loc53
8.119656599231451 4.557183582769553 loc54
25.91742272476719 42.91479203477362 loc55
29.6382022494712 3.351555234659326 loc56
28.79886499275048 31.43137595868259 loc57
5.052462846125838 22.8957697470379 loc58
47.94161454338943 35.88220362069509 loc59
32.86380826653744 7.358076956660592 loc60
48.85926268251992 21.90503271355817 loc61
15.75763520860897 40.06671112058231 loc62
35.40285503900709 4.022625372104644 loc63
29.14446038911089 18.11416724370594 loc64
32.96380373914309 2.787594570814766 loc65
28.90977843981879 12.34709275469023 loc66
40.48444282965414 30.47686917711602 loc67
0.5670673299622231 17.19312510200018 loc68
20.63297363825128 9.308204007425303 loc69
45.24126450964793 31.95253522465077 loc70
19.00638797404947 16.88564223673315 loc71
28.53901300118977 19.79033236257141 loc72
40.61430639719361 3.567711193150708 loc73
32.85735685817081 19.3925469473692 loc74
37.38563894767916 22.72505054787393 loc75
42.04278545966753 42.73502615653971 loc76
28.263678302737 26.16581711346989 loc77
1.477392172634634 25.70585350333327 loc78
3.372232872501557 18.78360697694362 loc79
41.36941103723093 1.303514259472771 loc80
45.07142940773878 5.869879056672361 loc81
27.27553921480231 2.562796800545353 loc82
37.4857019142255 18.84700385253712 loc83
4.654402993818979 25.75879855126384 loc84
42.08216003424908 19.78157930031382 loc85
44.35846761974236 5.310858846640959 loc86
9.101192993680391 19.94254753233399 loc87
15.4531359418651 49.01893789204165 loc88
6.09173711976903 29.43770190847543 loc89
37.48685205218772 25.38901402383907 loc90
4.366550221251791 32.87453476454601 loc91
41.28801754926161 15.4686998059545 loc92
31.07466361343058 21.79366524162887 loc93
25.23001834147352 2.855595070681394 loc94
29.59049188023343 19.63634797126696 loc95
45.29593094993771 4.952073061137963 loc96
45.65875745492918 32.40329052582967 loc97
41.32919673645335 2.968419895537883 loc98
24.82502337132017 19.79813325713111 loc99
