/*Number of Nodes*/
90
/*The Depot*/
14.81550577985207 47.0831157617442 depot
/*The Locations (x_coor y_coor name)*/
20.83344820462868 14.00057734916605 loc1
27.08579233558833 10.11402794220559 loc2
12.87305623686058 40.37109202716262 loc3
48.08201462762662 21.2954219801662 loc4
24.40987905717968 35.2885741450874 loc5
29.8834457697899 34.21349380841269 loc6
35.081064613812 4.10072912463349 loc7
16.8645415853145 45.2720376509488 loc8
40.27029790232399 39.22518499978727 loc9
19.92239042049987 14.22501886562695 loc10
36.37389002026753 44.97385067264226 loc11
19.34684230106885 38.3370313039144 loc12
4.866593029692289 11.18357557466758 loc13
35.04468305049029 35.5825503737721 loc14
20.78800637091582 18.21158465095935 loc15
2.751740625773735 44.75909354083298 loc16
36.38795548346768 37.70248641742168 loc17
17.82758696990016 17.42207720613578 loc18
31.73337733769544 6.458158343793791 loc19
45.29776371693398 19.22531080739174 loc20
12.69820179512349 36.91741782992811 loc21
30.57920007541241 17.58444776589191 loc22
44.49960806073581 35.79374635849268 loc23
34.52964093420451 8.822051035359008 loc24
47.18191294652294 7.048648122395507 loc25
19.23218441286897 22.61197612681082 loc26
28.45199096752679 37.40499709876077 loc27
37.41687120834776 41.37168920658627 loc28
0.2733781532687496 28.52546268195293 loc29
20.14760432980399 11.79142959343608 loc30
16.03613316859275 21.76552660572457 loc31
19.75589276053696 35.16639444349239 loc32
0.860468215393756 31.56649815401846 loc33
25.94334958427143 8.073789509403234 loc34
47.01660195249416 28.70470507211217 loc35
6.188254886167455 49.93189508448624 loc36
31.5373022057766 26.28146210017643 loc37
20.86790023665758 35.18065531918942 loc38
4.259134069074783 26.23199588013227 loc39
7.535487057239237 46.15814203643603 loc40
19.31296247531362 25.57235710988623 loc41
14.70051752743709 3.881029358537114 loc42
48.1039614832183 35.9713279646525 loc43
44.0365318811604 19.45465179081517 loc44
23.48257546269741 4.173005426458587 loc45
9.562868415191112 13.58784123772136 loc46
28.45070911213475 20.40426390475246 loc47
21.80273830056236 38.82854486397568 loc48
11.66988964994572 17.26200035550887 loc49
32.14985931750495 37.57187258522905 loc50
46.81080589154757 26.03602436575156 loc51
12.03491515895662 30.68433795118233 loc52
21.68655295879239 33.58813256050578 loc53
42.9925601940178 35.33741247679853 loc54
27.31956439503375 21.08771362191136 loc55
34.76567404130591 34.08709378204686 loc56
34.8682108348168 47.75169025179304 loc57
12.7003967160147 3.592392688918538 loc58
11.81191526045645 22.13090291660954 loc59
23.49014983297371 18.66465073016442 loc60
40.62313745047268 42.84814756313826 loc61
1.89572857057615 16.30438538106854 loc62
41.15681550643785 33.68410146613407 loc63
36.65883305048337 39.8758736285516 loc64
28.9695710060797 13.89687067226657 loc65
34.74738390481605 34.07508020053996 loc66
4.094483818639771 29.88555541355354 loc67
25.5652123966577 26.33917995172285 loc68
40.76831866641821 34.39248795200761 loc69
21.4409759726702 23.2075475154834 loc70
33.87613574633616 39.5982245379179 loc71
18.93008674086583 28.51817648396476 loc72
21.55522843815794 46.34566391751122 loc73
22.23504597406485 40.19347410099522 loc74
15.90280644924522 46.89099481775588 loc75
2.601986839512282 49.16186112257309 loc76
16.51984744775628 43.01407663620548 loc77
7.016056721657899 24.01838699936338 loc78
26.64094613422795 13.0225386423872 loc79
26.91832170624358 24.21460039130119 loc80
16.89087689509996 41.42096309002709 loc81
31.42436691017734 38.39550460243234 loc82
46.41113398506864 0.3387411404858376 loc83
44.51377706765813 32.41340635539348 loc84
15.70228434678685 44.04792698120386 loc85
10.94503224033814 45.53764091764819 loc86
40.29634398994418 25.65002860353061 loc87
15.48527931135121 15.92337494538494 loc88
46.38455693648054 20.69005391710476 loc89
