/*Number of Nodes*/
60
/*The Depot*/
26.06409672915461 27.19072531147828 depot
/*The Locations (x_coor y_coor name)*/
12.93760969068517 28.72463461482977 loc1
10.96261962693408 2.199160064625455 loc2
4.812391773992674 2.712406764551223 loc3
28.99644250208683 1.015945025016124 loc4
39.34303839804068 17.35594025373138 loc5
33.0830634776863 44.16912185999463 loc6
16.65005060632041 44.450237462375 loc7
44.42554751401181 21.39354857217194 loc8
37.5663612272013 7.484018758819778 loc9
27.33911173385232 38.15927763436063 loc10
42.1822254744036 25.27725970279645 loc11
48.67675827734932 37.97828783821133 loc12
0.1747566960687896 19.1100489592697 loc13
36.1218490913795 44.36901151637623 loc14
8.591725250693083 21.20433666064388 loc15
23.46904344678276 15.37462476024051 loc16
28.16476763731616 41.53517038017912 loc17
26.85555235000921 44.61994214212947 loc18
15.68576832555965 19.24335319603907 loc19
46.72946017200748 31.35818595050658 loc20
39.26527568107537 49.23527756969523 loc21
13.46605901275674 34.19936475233697 loc22
9.243975908283735 42.8634768634999 loc23
1.836953723374107 21.31198359083326 loc24
1.54127498138914 12.14334488527914 loc25
29.68400787593822 35.23687173824365 loc26
14.90215025168201 49.22815469468893 loc27
2.319480283460567 15.0121947592611 loc28
40.16021673714994 16.42634470346706 loc29
38.42914253331789 9.594516648723777 loc30
5.534197875879626 31.72855609566047 loc31
10.50189811633466 14.58657903663937 loc32
1.494803289073104 49.58486060458217 loc33
35.86402335131653 12.19964234543086 loc34
4.354513924805453 5.533289127187496 loc35
22.60588772092206 16.52031781789698 loc36
49.90411761318409 37.08173886513067 loc37
12.45157872816096 20.64144886895897 loc38
23.47575951334291 1.211322572627233 loc39
35.46188499905963 16.44066246451035 loc40
16.15286649606438 43.90647285105936 loc41
26.56153829920742 6.644912683743148 loc42
22.22620578250271 30.61119758423588 loc43
36.34435454249514 11.64038539008672 loc44
14.50739666979623 41.68447274437017 loc45
2.467463224663963 42.35622744072904 loc46
47.62664659178362 38.52279017669405 loc47
2.306394721779909 8.535487244170314 loc48
9.234454702812217 37.14778259667993 loc49
39.81361502813657 31.0404354115196 loc50
9.136191059775362 13.02362898979782 loc51
42.63369961272883 13.24033097556025 loc52
21.38396685024023 29.50426076846699 loc53
41.53384703347803 44.22630819378628 loc54
7.266723284522147 7.099303735422414 loc55
5.010400392783865 40.49095793908862 loc56
38.73100483563741 45.7603362738414 loc57
25.54880051754926 21.09289842490593 loc58
40.89831087753961 6.755629359641596 loc59
