/*Number of Nodes*/
90
/*The Depot*/
28.65407602765093 8.830159548050599 depot
/*The Locations (x_coor y_coor name)*/
25.94645168334709 11.28988221334957 loc1
2.181921291369854 46.23520477924774 loc2
49.86888223106687 32.14086089996685 loc3
39.50633886070117 13.70508192414422 loc4
12.1828044894665 17.15679161202887 loc5
8.595940600556112 40.83354366687952 loc6
18.0530960896484 21.71641061436428 loc7
36.61684812417695 3.758052203188539 loc8
0.7649452014258373 26.00408712598726 loc9
43.42930164875057 26.21218910405878 loc10
39.188797812741 28.75413299988814 loc11
19.34044160583065 35.51764445262383 loc12
29.97992960077698 40.60900572753754 loc13
47.31133759000635 12.01874175373248 loc14
18.27839477696581 13.03767150947709 loc15
21.05798150616229 26.33629384761715 loc16
28.99121479907521 48.31576733524685 loc17
22.95656368523909 34.29868585032624 loc18
10.94437446481531 18.0375426556618 loc19
15.2327337612863 49.31456618632681 loc20
41.65442583521921 10.23992447716556 loc21
30.61828124920836 22.34667034989565 loc22
25.51559548671071 13.44539754930574 loc23
2.065242975203391 12.36234825049131 loc24
45.19011877619467 17.76312151206175 loc25
32.40381346258603 42.55644375907499 loc26
24.14668951432533 29.56941839986344 loc27
9.705580398583081 29.36647348291394 loc28
18.92731557460809 33.28404944617164 loc29
38.16762846832503 27.48906457304879 loc30
12.64326344790071 49.60119381856901 loc31
17.2084367861445 4.710297671730912 loc32
10.86773061615587 19.29817523360363 loc33
46.63822343686517 31.92581989654245 loc34
42.70221529643391 23.16393605587599 loc35
17.87135994321633 14.31790364838868 loc36
46.56931891728528 37.28795376593075 loc37
2.683197487122274 39.2068224620761 loc38
47.99925710848144 49.11059576652258 loc39
11.86022121490328 39.16602615151295 loc40
20.35710667687158 42.17309708529308 loc41
10.17398916282122 7.812192806172574 loc42
20.95897272047336 45.54214349689137 loc43
16.76113608653898 30.98395658089716 loc44
6.966634639921776 48.3060979951858 loc45
49.5586102973875 30.13062098626856 loc46
37.76986418030538 3.450247792997518 loc47
47.31553932231121 39.09757357363409 loc48
7.450047171016988 16.36244971759209 loc49
12.2898440748035 28.07870215277682 loc50
42.7237598709644 29.17377121866511 loc51
40.93761851064367 47.37251544782453 loc52
11.14303659623625 16.01471181737376 loc53
34.84960404534108 34.6135006132421 loc54
7.333705162780069 24.96259869998651 loc55
32.38449473347514 34.99057049088881 loc56
26.98299397771208 11.37971120102445 loc57
0.8360272366099986 40.07601994525211 loc58
24.29513877189455 34.41528031847949 loc59
31.29725231928882 12.89630098036892 loc60
15.72819384306002 47.93870244488775 loc61
2.374870645862337 35.50207985050436 loc62
21.41059496931573 1.455444690822816 loc63
32.98038488272972 36.6338725027402 loc64
12.88191317170415 21.24268840189607 loc65
46.19118739526393 37.62902501535183 loc66
4.055456466362611 35.67556568236849 loc67
11.23872541669174 26.77067418927092 loc68
21.48343524915083 19.19615555077404 loc69
23.66032974240595 17.61930456199102 loc70
31.59596665770653 5.043358092103533 loc71
18.33237428526929 8.539486520118366 loc72
15.8322603263403 32.53596065697297 loc73
1.571513410377795 14.25964427330008 loc74
24.7184670626544 16.17757012194192 loc75
25.41976989208855 23.29144759349293 loc76
7.571945352456389 10.65022218450075 loc77
3.388606560882329 20.46042216195541 loc78
47.24655222374736 7.921895482772745 loc79
17.27091182322826 11.83715690425854 loc80
43.91902739593382 16.64325646597824 loc81
44.68635196975118 6.26370607406187 loc82
4.456463838008862 33.78220921232856 loc83
40.63711940088633 32.98237030078329 loc84
14.72464304347621 4.169948751913955 loc85
38.49035585456837 28.36795447665948 loc86
10.55530440441403 29.84456508348208 loc87
10.90574335569706 4.274733386175283 loc88
39.35562833976022 15.61039598086326 loc89
