/*Number of Nodes*/
30
/*The Depot*/
28.50730773389744 16.91556433147824 depot
/*The Locations (x_coor y_coor name)*/
48.91379107959482 2.336107817463673 loc1
27.160224975125047 6.0464050968939365 loc2
17.107736040807424 15.617957694542318 loc3
31.937970772061817 45.99721203148997 loc4
10.965342692115259 5.4548324296269985 loc5
16.236797168253485 32.43105876087565 loc6
25.379006358014593 27.7510704774476 loc7
21.079997449952725 2.5088995327380017 loc8
2.9324470477470834 17.99441195244192 loc9
14.976859654101476 0.9226292136356562 loc10
15.850028218788115 40.91836639943881 loc11
27.862678855259286 36.012601922311134 loc12
3.5497922187431143 13.043752355666255 loc13
37.73888938755922 33.399069465396416 loc14
6.4705633132705165 10.282235979801357 loc15
42.118776168592035 34.72635353617865 loc16
2.2056258249690206 10.52839795391763 loc17
38.33104294822411 2.2986442264590625 loc18
14.315302676997439 40.122362066982625 loc19
13.498241899936547 14.383711733136556 loc20
40.468939712741296 16.687445654837198 loc21
45.69216356558164 46.80985215761719 loc22
29.103064602655635 22.22255470918511 loc23
41.745284271470204 47.72714386646208 loc24
36.08685558011881 35.48587539148102 loc25
9.397060590115075 11.448711440298553 loc26
17.985131167336043 49.94681949848876 loc27
16.473061046871145 46.126989002422256 loc28
37.3120708039798 5.907970870365803 loc29
