/*Number of Nodes*/
100
/*The Depot*/
35.27533974559011 32.33549232351376 depot
/*The Locations (x_coor y_coor name)*/
43.80361318849245 21.32162089519248 loc1
23.31441705702226 32.63420183564034 loc2
5.358303889509314 13.99924222671935 loc3
46.69151622341099 45.41941165796834 loc4
39.0995469107667 20.11747960454479 loc5
5.842343955648666 1.273194331225713 loc6
10.27018551998005 23.05916866385529 loc7
23.54462152027035 15.44511844402088 loc8
23.79477962680615 18.58700108328571 loc9
16.45330649481688 19.60379665511356 loc10
9.574729308304425 38.14544403121066 loc11
17.92239521466682 20.82055106600198 loc12
49.98988725092083 12.14996167214754 loc13
22.48245377731675 44.74353691654519 loc14
9.307065514236019 23.65166720199336 loc15
26.93634967903701 29.56706520070972 loc16
8.696189386301223 20.76265674920583 loc17
22.8019387768916 44.90228168759195 loc18
7.643390007317952 15.41110030721036 loc19
11.80302080943056 34.24583814559086 loc20
2.900696309322531 12.8900462088288 loc21
25.95937249154518 0.593376541569679 loc22
33.90357052306872 5.12806274312258 loc23
47.61481159413282 1.328762927487503 loc24
41.89897077107781 16.82200729113502 loc25
14.07318768493906 40.01173913070923 loc26
30.79180483041117 43.9338005442573 loc27
20.59276747898579 37.75893724257611 loc28
41.45319522273611 34.21191246741908 loc29
31.59403105884084 0.1787160378069974 loc30
6.01978972172133 20.18129814647514 loc31
0.2238183855403642 37.44601109358785 loc32
11.48870642245601 24.26212276630265 loc33
48.2563688888109 27.21712409612559 loc34
19.40806950499179 32.12016037515074 loc35
43.22873477027672 17.46094313704688 loc36
32.66477991235628 16.22000625419219 loc37
2.602332249089184 38.50795600654295 loc38
22.44300391998191 49.37542115406719 loc39
4.753203896854891 3.473341631239302 loc40
43.06617261029756 31.72415241208765 loc41
40.97605948038468 21.83987908197336 loc42
0.8882097796998389 2.017567337266879 loc43
48.42104267972449 9.716281344444406 loc44
45.99014797424238 27.6050766609706 loc45
42.8328323803334 9.67553992346642 loc46
15.3204590658545 19.92717050919206 loc47
28.82204378248887 28.6916277860819 loc48
16.04792630632513 1.248884285264951 loc49
4.213879723088832 2.301529184957785 loc50
1.799125427153325 11.04844285130888 loc51
16.40084710051288 23.71490734093505 loc52
24.29823646035842 25.26858540305013 loc53
36.90023310914481 28.00108734831169 loc54
9.351686697064409 6.379229074444027 loc55
32.81772811192821 36.31683488522841 loc56
39.17288312757725 32.20627741577159 loc57
28.92507230926223 28.13660160398078 loc58
36.24515278932375 33.66249751186403 loc59
6.326087353794635 22.8190735135785 loc60
33.90150929982559 16.67995748087518 loc61
22.02735837657924 24.80607025406157 loc62
37.55330430826264 11.493236144626 loc63
45.64330058340026 4.126581680903979 loc64
13.87959679455945 40.39037699388106 loc65
43.34768500390334 3.394777665646853 loc66
27.62037346892862 22.79623602047348 loc67
40.17083038123728 40.99735684004946 loc68
14.79825096952426 19.34924886175807 loc69
49.79740033232171 14.27069234771711 loc70
48.38897874791223 7.726055419386291 loc71
8.003385864249651 48.43805041508135 loc72
20.12342124481418 22.77273842972895 loc73
30.46852212647667 48.9287446744974 loc74
39.44703131509625 38.76688387193708 loc75
43.66301403785376 7.579931974203707 loc76
48.12090110609417 36.8481164122739 loc77
6.036833974733947 45.21116521580317 loc78
3.264886173927767 1.373663859788415 loc79
15.90694172140331 46.70208557411523 loc80
16.3185032472856 6.305217000686314 loc81
3.403687593498816 18.72027442936021 loc82
4.939256299754923 15.17637469440559 loc83
16.44744299570524 9.058976446854134 loc84
6.29232763142813 18.25042551996259 loc85
47.20832088426677 0.388551371183693 loc86
28.37761314940076 10.27983740108485 loc87
46.34951520242242 7.091268900151642 loc88
11.61455500806877 18.29650133348163 loc89
16.40446418879029 15.03548597946113 loc90
4.989405797597563 17.88955332590557 loc91
4.747988712058898 0.8033447827996587 loc92
13.75117593276386 19.04974471968447 loc93
34.11314373337689 21.00240960401888 loc94
13.08874457228196 11.23452434459847 loc95
8.871953060803046 44.5126720927851 loc96
25.68676051002763 39.59032128677844 loc97
4.210990160678351 42.70835033265155 loc98
22.0962429995798 14.84701463588614 loc99
