/*Number of Nodes*/
20
/*The Depot*/
28.915788528315613 11.212283222371278 depot
/*The Locations (x_coor y_coor name)*/
6.195895929066913 20.42272522049392 loc1
30.51810976485686 34.22003259846996 loc2
44.57531797347755 24.99942987435306 loc3
44.68989648661108 42.8410866995834 loc4
38.93975207088714 38.05363133640082 loc5
26.155718485454887 7.008876664228364 loc6
45.97686832447225 42.37507027608848 loc7
3.211062828960598 9.925974069294952 loc8
34.33976685370525 40.38330126034217 loc9
3.0370802158201373 7.4982099337122134 loc10
4.798253443285727 26.04917636160883 loc11
15.400576534008504 42.490935473994135 loc12
28.49369562168529 9.96554439771628 loc13
8.278806574479885 39.616636412381155 loc14
26.403767793105775 22.20547853350971 loc15
14.805347958224457 28.987928353861577 loc16
43.49122743087459 4.101715791544381 loc17
2.8234201819489826 4.716240042441405 loc18
31.79050716971114 15.814427949634375 loc19
